id,path,en_name,en_description
1_5419,mineral_images\quartz\c67efa41-8a88-44ce-95a5-2e8d15764186_IMG_6970.jpg,quartz,
1_4153,mineral_images\hematite\0db2c226-cb78-4684-a2d4-606ce680cacc_IMG_1579.jpg,hematite,
1_29078,mineral_images\hematite\a5e66ee0-5a8a-476b-9069-bb955a47bf3c_IMG_2903.jpg,hematite,
1_77516,mineral_images\cassiterite\53472796-3e2b-477f-93ad-5f9eb5042c33_1_77516.jpg,cassiterite,
1_5521,mineral_images\quartz\1150f967-42fe-454c-9618-8b2666ed02f3_IMG_6936.jpg,quartz,
1_7194,mineral_images\quartz\d0f42463-b5b4-4dde-aaef-c1ebcebf2326_1_7194.jpg,quartz,
1_3322,mineral_images\chalcedony\098212ab-5a5c-488f-acdf-db21f10cd09b_3322.jpg,chalcedony,
1_8219,mineral_images\magnetite\35e76c82-a198-4e86-bcbf-5f2ead593ab6_1_8219.jpg,magnetite,
1_51191,mineral_images\topaz\31a58a19-0a05-4db3-a213-5e96b4821e0e_1_51191.jpg,topaz,
1_43724,mineral_images\cassiterite\ed2246d9-2c08-47dc-9804-73a61efbbe87_1_43724.jpg,cassiterite,
1_51224,mineral_images\topaz\684b90f8-8667-42bc-b929-b3bf2a47eb1b_1_51224.jpg,topaz,topaz with figures of dissolution.
1_55429,mineral_images\hematite\26ca0234-3684-4756-a8b7-9d7d74905f80_IMG_4300.jpg,hematite,
1_56238,mineral_images\cassiterite\e62bb6b6-2cff-4046-afde-422af742b7a7_DSCN6490.JPG,cassiterite,
1_71887,mineral_images\topaz\13d385a3-7016-46e0-a10e-1bf2067f79fe_1_71887.jpg,topaz,
1_4748,mineral_images\topaz\c5cf138b-eaae-446d-b02c-1233b31b6047_1_4748.jpg,topaz,four crystals.
1_56053,mineral_images\cassiterite\fb1117f5-3ec5-40da-9754-bca49b072f3e_1_53053.jpg,cassiterite,
1_12202,mineral_images\quartz\6e6fec55-42e4-4b2f-b213-a802fddf4c7e_1_12202.jpg,quartz,
1_22712,mineral_images\hematite\860858db-dccb-4d5e-bf7f-97f1e34474db_1_22712.jpg,hematite,
1_21384,mineral_images\chalcedony\8748a0ea-c780-41aa-bc12-bffdd7ab4ceb_1_21384.jpg,chalcedony,
1_58099,mineral_images\cassiterite\2527580f-ee53-4c29-a358-2986da6d3f7f_DSCN6304.JPG,cassiterite,
1_32341,mineral_images\quartz\7086ee7e-6d51-4fb3-a073-17713dc37b1a_1_32341.jpg,quartz,
1_22129,mineral_images\quartz\9d28c3fc-37cf-4052-9935-fb06efdceb00_1_22129.jpg,quartz,smoky quartz.
1_96038,mineral_images\chalcedony\2b6f5333-91d2-4a72-af86-3ea1b5d7e362_FMM_1_96038.JPG,chalcedony,pale gray chalcedony with abundant inclusions of minerals such as kenyaite-magadiite. sample size 3 x 3 x 2 cm.
1_55426,mineral_images\hematite\dcd56012-189e-48f6-b14d-65fd0b8bb9cf_IMG_4348.jpg,hematite,
1_35841,mineral_images\corundum\af8421c5-4e22-4b20-981e-a062048765fb_IMG_2194.JPG,corundum,
1_48293,mineral_images\chalcedony\b6af9301-9605-49bf-87e2-3d2f1651f04d_1_48293.jpg,chalcedony,enhydros.
1_25418,mineral_images\topaz\ca441d90-308a-45f2-8caf-fa805e58f73d_1_25418.jpg,topaz,
1_81344,mineral_images\quartz\7b04351a-d91d-410c-8fcb-236964eba59c_FMM_1_81344.JPG,quartz,
1_2740,mineral_images\quartz\c2abae44-4cc7-46eb-8092-73db45bffc8e_1_2740.jpg,quartz,
1_27693,mineral_images\topaz\4563c8d3-33c4-4729-97cf-8b9a6546a59d_1_27693.jpg,topaz,
1_31335,mineral_images\topaz\4385ab5e-885b-4fab-9de2-b22b4b4a6541_1_31335.jpg,topaz,
1_69641,mineral_images\quartz\2f01d3ef-cba9-40aa-929e-be85b9569dcd_1_69641.jpg,quartz,
1_35903,mineral_images\chalcedony\c2c179db-6dab-46a9-8df4-d6919ca669c9_35903.jpg,chalcedony,
1_30399,mineral_images\hematite\b664b20e-3187-4888-88fa-54576c2e0c15_IMG_5279.jpg,hematite,
1_66593,mineral_images\cassiterite\a6067b18-5d15-457f-acee-5d94b8c912ed_1_66593.jpg,cassiterite,
1_11989,mineral_images\beryl\05bf7dab-99d0-4cc1-894b-ea3713e4691a_1_11989.jpg,beryl,
1_40498,mineral_images\cassiterite\1cf1b127-dfda-4d9a-a2e2-edaf388da293_1_40498.jpg,cassiterite,
1_80237,mineral_images\beryl\3adba161-2aac-40cf-bd57-c7dbb953e083_1_80237.jpg,beryl,
1_25593,mineral_images\topaz\108fc987-7254-4902-973c-d1c8b7475511_1_25593.jpg,topaz,
1_59602,mineral_images\cassiterite\d9bc5276-6b16-4f72-b783-c595ca8d5682_DSCN6269.JPG,cassiterite,
1_14412,mineral_images\chalcedony\f569d77d-ce2a-464f-b181-7ae1ae09bf96_1_14412.jpg,chalcedony,
1_23987,mineral_images\beryl\3b27004e-ad31-4dde-b2ee-80a6628aa02b_1_23987.jpg,beryl,beryl is decomposed.
1_5075,mineral_images\quartz\ca72cc68-96c8-4c65-913d-e94d9ccbe0d2_1_5075.jpg,quartz,
1_42541,mineral_images\chalcedony\884f378c-efbd-4941-8999-51c5d19e2e2d_FMM_1_42541.JPG,chalcedony,
1_4275,mineral_images\hematite\b7db11ba-6ead-4aee-bd06-25e62c7c45c9_IMG_1318.JPG,hematite,
1_76599,mineral_images\cassiterite\870f6cdc-ab15-4e2a-8b63-3d4900129488_1_76599.jpg,cassiterite,
1_22541,mineral_images\topaz\ff73186d-cc0e-4e12-a5ff-f76517f5482c_1_22541.jpg,topaz,
1_17190,mineral_images\quartz\24afab9e-eb8f-4a2a-81bb-bee0e69b23ce_1_17190.jpg,quartz,smoky quartz.
1_40079,mineral_images\hematite\3b7bdb3b-78ae-4c64-b02c-d5076a75c122_IMG_2796.jpg,hematite,
1_83229,mineral_images\agate\98295e0a-5ef7-485f-8196-a03c598df38f_1_83229_agate.jpg,agate,in the lithophyses of the spherophyre
1_25371,mineral_images\corundum\985cef41-936e-4e6d-b577-3a23f7191a6e_IMG_1725.JPG,corundum,
1_51193,mineral_images\topaz\d3ac9875-fa07-48af-b49c-be7e6cfa0bec_1_51193.jpg,topaz,
1_34253,mineral_images\quartz\39b382d0-f700-44b9-afc1-8ef54a6fae49_1_34253.jpg,quartz,
1_73203,mineral_images\cassiterite\27001744-b847-4971-83a2-a9e599d8f9e5_1_72303.jpg,cassiterite,
1_21894,mineral_images\quartz\5c4732ff-5e89-424c-a888-663970bed1cf_1_21894.jpg,quartz,
1_8012,mineral_images\quartz\47045df9-6170-411d-ac2a-b059de9b99fc_1_8012.jpg,quartz,
1_70658,mineral_images\chalcedony\f0b3777b-c561-4998-8aee-b617ba3bc490_70658.jpg,chalcedony,
1_51255,mineral_images\topaz\2eb2ece3-e123-4871-b6c9-7deaa9b8dcaf_1_51255.jpg,topaz,
1_26360,mineral_images\corundum\97034dee-95f4-4332-bc9c-79c6c42d6faf_1_26360.jpg,corundum,
1_2942,mineral_images\quartz\77b44f7d-c702-48f1-858e-cace0fb51535_1_2942.jpg,quartz,
1_12969,mineral_images\quartz\9c96d71d-4c71-4f72-bab5-5aefc433db7e_1_12969.jpg,quartz,
1_34377,mineral_images\chalcedony\564d61bc-d9ce-4ccb-b3c6-29a82e2b78bb_1_34377.jpg,chalcedony,
1_80449,mineral_images\agate\d28a3523-af40-488f-98bd-487ee4d64f48_1_80449.jpg,agate,
1_9509,mineral_images\quartz\66090f06-abb5-4f3e-8ecf-a39d2809b0da_1_9509.jpg,quartz,
1_15933,mineral_images\calcite\7417f6b2-bfed-4f1f-8b5b-07296032786f_FMM_1_15933.JPG,calcite,
1_28083,mineral_images\hematite\a3a1f573-f7a6-4dd2-abe4-452847c9281f_IMG_4471.jpg,hematite,
5_220,mineral_images\chalcedony\2627e680-d32b-47ab-9d67-f08e415e9a1b_5_220.jpg,chalcedony,"chalcedony slightly pinkish dotted. 2 convex polished inserts and pebbles.

size=1.5x1.75"
1_38024,mineral_images\magnetite\badcb517-0b5f-489e-b864-7bbeda63dfed_FMM_1_38024.JPG,magnetite,magnetite in quartzite
1_83650,mineral_images\chalcedony\44fb8e38-9fb1-4b6c-85a6-21046a799fa6_83650.jpg,chalcedony,nodule with supply channel
1_25112,mineral_images\topaz\0abed70b-603d-49d8-9755-3e8b5cf76bd8_1_25112.jpg,topaz,
1_83232,mineral_images\agate\4d186c06-e2ab-4dd9-9972-2e1f66c0839f_1_83232_agate.jpg,agate,making a cavity in the lithophysis
1_5620,mineral_images\chalcedony\09b775ff-7f32-4348-9a97-f5371fdb0cb4_1_5620.jpg,chalcedony,
3_353,mineral_images\calcite\38804906-723c-4bb5-ac92-9e0912c6e37a_3_353.jpg,calcite,
1_80444,mineral_images\beryl\c520a3aa-4181-4c46-a928-873196d268c4_1_80444.jpg,beryl,
1_86629,mineral_images\chalcedony\28c9478f-4c96-467c-a2df-ca66f2cc2875_1_86629.jpg,chalcedony,"fill in voids in porous gidrotirov.basalt, completely filled the amygdala. many chalcedony. the selections have an onyx-like texture by which the sample can be oriented."
1_71750,mineral_images\magnetite\fc319d9e-ab59-4898-af20-a3944cfb8324_1_71750.jpg,magnetite,
1_2807,mineral_images\quartz\f3e8f953-b2a5-4c3f-861c-7d7350e2b8fa_1_2807.jpg,quartz,
1_22239,mineral_images\quartz\b7667d1d-be24-4438-80fb-b52de344f72b_1_22239.jpg,quartz,smoky quartz. double left.
1_44893,mineral_images\corundum\5ef146fa-7146-46dc-9318-0952ad68ba8b_IMG_2180.JPG,corundum,
4_1058,mineral_images\magnetite\8fd7df11-c9ef-416f-b7fe-b57ef67308c0_FMM_4_1058.JPG,magnetite,
1_25570,mineral_images\chalcedony\4c5ee019-45e0-46bb-8679-7269d97b5796_25570.jpg,chalcedony,
1_71936,mineral_images\topaz\38fba774-c40c-4a19-b9c3-174b94c091b8_1_71936.jpg,topaz,
1_57377,mineral_images\cassiterite\87589667-83df-495b-97d1-1520de2dbf58_DSCN6253.JPG,cassiterite,
1_2832,mineral_images\quartz\2bf06389-c55a-416f-872f-0ecdf376776a_1_2832.jpg,quartz,
3_324,mineral_images\calcite\0c666632-71e7-4c11-bd6d-30308cdb8914_3_324.jpg,calcite,
1_44534,mineral_images\quartz\7ff47c7e-cc06-4f68-bc5b-4fa4fefd5da2_1_44534.jpg,quartz,
1_40695,mineral_images\magnetite\a4d3a5c5-1fbd-40ac-9506-7a83590a7ea3_1_40695.jpg,magnetite,
1_30347,mineral_images\corundum\7b7e2f38-1bdf-4c69-b492-1e56d4efc3f1_6_1_1_30347.jpg,corundum,
1_2671,mineral_images\quartz\9ebb263c-8ab8-4072-bd71-cb8a6ac73ed5_1_2671.jpg,quartz,
1_83495,mineral_images\quartz\d94ebfcb-3a64-4672-aa14-fbb191bb8498_FMM_1_83495.JPG,quartz,
3_2009,mineral_images\agate\88c0c22a-172a-40f7-a723-b36a38c321df_3_2009_1.jpg,agate,performing lithophysis (two generations). in the center - pseudomorphosis after calcite. polished cut 7x5 cm.
1_45506,mineral_images\agate\4f61d658-f0ba-4cd9-a3ce-f1863a1085fa_45506.jpg,agate,
1_44102,mineral_images\beryl\ff3942f5-1616-4641-ab20-8e597e465169_1_44102.jpg,beryl,
1_50554,mineral_images\hematite\7c68ceca-5ff0-4f46-884c-92ff05e519cb_IMG_1983.jpg,hematite,
1_6087,mineral_images\hematite\d92f6c1e-5912-4f7c-b609-da1af9659873_IMG_1600.JPG,hematite,
5_319,mineral_images\agate\d0e83378-100e-43fa-bd3d-e97d6197dbcc_5_319.jpg,agate,"2 small oval polished inserts

l-1.9

l-2.0"
1_8008,mineral_images\quartz\e6f3c206-dbb1-4185-b4c5-63b1cee99b22_1_8008.jpg,quartz,
1_14893,mineral_images\calcite\bc65b42d-648e-4553-a086-e454ffc09924_1_14893_w.jpg,calcite,
1_26199,mineral_images\topaz\c8fba0a5-cdb2-4501-a2d2-ba63d063281b_1_26199.jpg,topaz,
1_48442,mineral_images\hematite\a13dd34c-6ebf-4aa1-b811-59571f91e994_IMG_1486.JPG,hematite,
1_37495,mineral_images\corundum\9af89d88-ebbd-47fd-8bd7-9963bf9c7bb8_FMM_1_37495.JPG,corundum,
1_4277,mineral_images\hematite\aae29b5f-343e-4c31-9bbe-984697071d8f_IMG_1304.JPG,hematite,
1_22581,mineral_images\topaz\9612c79b-3af2-40b4-a0d7-6d7904c72296_1_22581.jpg,topaz,
1_84439,mineral_images\agate\5b746285-ab92-4b2b-9c89-69bc142d001b_FMM_1_84439.JPG,agate,chalcedony-quartz-chalcedony 9x6 cm.
1_30401,mineral_images\hematite\c749a8e2-20ed-45a2-9af0-f355945effb3_IMG_4989.jpg,hematite,
1_22147,mineral_images\quartz\ea2368ff-206b-4b21-8491-e774ca90f015_1_22147.jpg,quartz,smoky quartz.
1_17774,mineral_images\topaz\052d4f92-9972-4450-b855-86be154e366a_1_17774.jpg,topaz,
1_80919,mineral_images\agate\7fa21384-1e3f-4f64-9d1f-9df6b57fbdea_1_80919.jpg,agate,
1_38023,mineral_images\magnetite\6e1815b6-9eab-4bde-b609-956e64069944_1_38023.jpg,magnetite,magnetite in quartzite
1_48222,mineral_images\quartz\dcdd0292-cc1d-48d1-894f-8184b3c6af64_1_48222.jpg,quartz,
1_78052,mineral_images\chalcedony\ac986931-c487-4f16-b1e6-d9ed146e2a12_1_78052.jpg,chalcedony,
1_4094,mineral_images\corundum\1569780c-f01a-4b44-a720-584826ed2fce_IMG_3140.JPG,corundum,
1_4099,mineral_images\corundum\acc22609-20be-4011-9555-883f67e47281_IMG_3171.JPG,corundum,
1_6404,mineral_images\quartz\fe211c39-7358-436d-86ba-271c871034da_IMG_6737.jpg,quartz,
1_74037,mineral_images\agate\3a889a40-faac-4609-912d-523c0bc18d92_1_74037.jpg,agate,moss agate.
1_4786,mineral_images\topaz\7289c92a-9824-4216-9900-a39f1948839c_1_4786.jpg,topaz,
1_22630,mineral_images\topaz\d27f3619-3a64-47e1-a3ab-ce01a2f940d1_1_22630.jpg,topaz,
1_70897,mineral_images\quartz\6f8eb004-1c2c-45d4-98d0-fb1be0119760_1_70897.jpg,quartz,
4_10,mineral_images\quartz\4d8eadeb-b19a-4f75-93af-0e50c64fccc0_4_10.jpg,quartz,rutile inclusions in quartz
1_73233,mineral_images\cassiterite\4db37d7f-bf7d-446b-904e-e3298c3b8c3d_1_73233.jpg,cassiterite,
1_36733,mineral_images\magnetite\b6160ede-7779-4cf4-a1fd-dd3e5166cf4e_1_36733.jpg,magnetite,
1_70378,mineral_images\quartz\fda99697-0707-47e1-b25f-dfcb8a6546e8_1_70378.jpg,quartz,
1_70674,mineral_images\quartz\26abd5f7-8326-4b4a-bf94-12dc41b252c5_1_70674.jpg,quartz,
1_28179,mineral_images\hematite\b6ac3f13-7ec5-4766-b6f7-5ee27df31791_1_28179.jpg,hematite,
1_14130,mineral_images\quartz\6bc4fe3c-0c51-4fd0-ba6a-2466e7915bea_1_14130.jpg,quartz,
1_3296,mineral_images\chalcedony\0871836c-bdb2-46cd-9ec9-2b572b6264d6_3296.jpg,chalcedony,
1_88119,mineral_images\agate\163373fa-3420-45f6-907f-f874cbffc187_FMM_1_88119.JPG,agate,a cavity in a rhyolitic lithophysis with chalcedony and amethyst.
1_53521,mineral_images\cassiterite\802cba68-1b1a-45a3-ba52-7f8c5715a300_1_53521.jpg,cassiterite,
1_17323,mineral_images\topaz\00367579-66a4-44aa-8c0d-679a1be0d837_1_17323.jpg,topaz,
1_39034,mineral_images\chalcedony\676e4818-cf8d-42a1-95fa-a1d6f1b40bf9_39034.jpg,chalcedony,
1_19837,mineral_images\magnetite\68d227a8-07ae-4f64-a1cd-d1f56bc9a221_IMG_2524.JPG,magnetite,
1_43473,mineral_images\magnetite\33450ddc-d71c-4d15-9e7b-236ce5ed40b4_1_43473.jpg,magnetite,
1_84203,mineral_images\hematite\b6d21e3d-e816-405a-9962-f17d5d0016e0_1_84203.jpg,hematite,crystal 2x3 cm
1_87053,mineral_images\chalcedony\dabb21e7-3aa7-4aa3-a6c1-5959c784ca46_FMM_1_87053.JPG,chalcedony,"pseudomorphosis after barite and calcite.

7x7.5 cm."
1_42236,mineral_images\quartz\2b5e2108-e9e0-4e4c-b86b-e24c6b948f49_1_42236.jpg,quartz,quartz right dauphine
1_95410,mineral_images\calcite\479df6e6-63c8-40e3-b8a2-1ca4763bffc3_FMM_1_95410.JPG,calcite,"pseudomorphosis of beige calcite after a druse of underlying prismatic strontianite crystals up to 1.2 x 3 cm in size, resembling aragonite tees."
1_80931,mineral_images\calcite\4aab06a7-fe5a-4a56-9094-ccb10d07db0e_FMM_1_80931.JPG,calcite,
1_17207,mineral_images\quartz\86c513ba-f0d7-413c-9818-4a91b6e0348a_1_17207.jpg,quartz,smoky quartz
1_11185,mineral_images\quartz\057802f1-b390-4aba-bb35-a9afe4f356b0_1_11185.jpg,quartz,
1_85490,mineral_images\chalcedony\288618ed-6dc6-48d2-bd0f-0a6102cb2031_1_85490.jpg,chalcedony,"bluish-gray, cements conformal ring fragments of lithophysis from rhyolite. (polished cut plate).

13x9 cm."
1_26939,mineral_images\topaz\79244ee1-1bbc-4d0b-b17d-70afe8dd093b_1_26939.jpg,topaz,
1_51182,mineral_images\topaz\886fb356-abe0-4b71-88bf-71dfb9c5a8b9_1_51182.jpg,topaz,
1_76257,mineral_images\corundum\f33e32e2-acd4-44b3-a9ca-6cbb6b1fc8c1_IMG_3427.JPG,corundum,
1_40459,mineral_images\beryl\fb093f55-4531-4c23-afea-3694a4340698_1_40459.jpg,beryl,
1_28058,mineral_images\quartz\8909c63a-c0c4-4905-bd83-15b2da2e663a_IMG_6607.jpg,quartz,
1_2686,mineral_images\quartz\6486847a-7995-48ec-ac08-01b30c707281_1_2686.jpg,quartz,
1_77860,mineral_images\quartz\d9c56a9a-729c-426d-a66b-7f941895d283_1_77860.jpg,quartz,
1_73505,mineral_images\corundum\b21e88b5-52be-4e6b-81ea-8cf0275f79e5_IMG_2677.JPG,corundum,corundum in anorthosite.
1_46302,mineral_images\agate\7ef68ec7-417e-42ff-b56b-0ab1a4fa69bc_46302.jpg,agate,
1_20629,mineral_images\corundum\8afbbb1b-f3d7-40d5-a2d9-af92b052983b_1_20629.jpg,corundum,large crystal with mica.
1_43459,mineral_images\chalcedony\866f53f3-6a4a-4fbb-a076-576fed897e67_43459.jpg,chalcedony,
1_54258,mineral_images\hematite\922d9423-7970-45f4-9b68-c8f97e41c4ff_IMG_1525.JPG,hematite,
1_64298,mineral_images\chalcedony\f7e46122-1ec0-4e5e-b96b-7b865c16cc3f_64298.jpg,chalcedony,
1_19494,mineral_images\topaz\460fed62-0113-4154-a331-37a487038190_1_19494.jpg,topaz,
1_84215,mineral_images\chalcedony\a510dc53-46ad-47af-a7bc-4f2ad5266d36_84215.jpg,chalcedony,in lithophysis. polished. arr.
1_2858,mineral_images\quartz\f3b8f14d-1672-46ca-b98a-641a379d9eaa_1_2858.jpg,quartz,"pseudo-pyramidal crystal of rock crystal, 3 cm in size. faceted with narrow h
a belt of prism faces and equally developed rhombohedra."
1_33680,mineral_images\topaz\1fc5fc10-db0b-4b1b-8fb8-8a70130e70ea_1_33680.jpg,topaz,
1_43650,mineral_images\quartz\f68f8633-d949-4d01-8e95-db0143b4f978_1_43650.jpg,quartz,
1_25352,mineral_images\topaz\d7f7eac5-8ab3-4593-b752-29a4cca7c09f_1_25352.jpg,topaz,
1_46541,mineral_images\beryl\4f979821-097a-4ccd-96e3-4a535532f312_FMM_1_46541.JPG,beryl,
1_27048,mineral_images\magnetite\e29b5e8e-108e-46d1-ba50-38ee5607c62d_1_27048.jpg,magnetite,
1_3294,mineral_images\chalcedony\59c6cd19-d147-4bb1-acae-f73167e1a2ee_FMM_1_3294.JPG,chalcedony,
1_81356,mineral_images\quartz\a2cd6b95-af1f-4066-a5c1-6bcd3b4d40d6_FMM_1_81356.JPG,quartz,
1_84018,mineral_images\magnetite\6a011f15-824b-498d-b303-ad06c174c3fa_FMM_1_84018.JPG,magnetite,carbonatite kimberlite
1_38209,mineral_images\topaz\dbb996d8-80b8-4c46-b567-925e09154979_1_38209.jpg,topaz,
1_10061,mineral_images\magnetite\3bbffa8e-39d3-4abe-acc4-0bbf2f0a22ea_1_10061.jpg,magnetite,
1_40518,mineral_images\cassiterite\685d4972-255a-4d94-877a-2837b6296ba1_DSCN6458.JPG,cassiterite,
7_1364,mineral_images\calcite\1ac3ab6f-348c-4368-92ec-8cdf02a5c042_FMM_7_1364.JPG,calcite,"dark brown, bituminous calcite (""anthraconite""). groups of 2.5-4.5 cm subparallel roughly stepped semi-sharp shining rhombohedrons of ""anthraconite"" 1.0-2.0 cm along the hanging side and 0.5-2.0 cm along the recumbent side, with powdered pyrite crusts."
1_56249,mineral_images\quartz\976c7c16-2874-4143-8b50-a658224c25c0_1_56249.jpg,quartz,
1_42169,mineral_images\hematite\8d4ceb06-0120-455b-8a1c-47bc78f132f1_IMG_1211.JPG,hematite,
1_3653,mineral_images\agate\e4458ad2-76c7-4019-8166-2daec9410032_3653.jpg,agate,
1_18244,mineral_images\magnetite\02fb06cc-0095-4daa-9a3d-000c800053d2_1_18244.jpg,magnetite,magnetite with epidote in chlorite schist
1_81881,mineral_images\quartz\c7941d52-cf69-47f3-bdd9-33dae7b20c56_81881.jpg,quartz,
1_22241,mineral_images\quartz\adf05ec5-5f0d-4e26-b683-79491494fd5f_1_22241.jpg,quartz,smoky quartz.
1_57312,mineral_images\beryl\194ba02c-2714-4e4e-aaf2-e858ca0aeaef_1_57312_NM_w.jpg,beryl,
1_44832,mineral_images\cassiterite\1300c77e-ca1e-4265-ae29-abe2cf79e895_1_44832.jpg,cassiterite,
1_22324,mineral_images\chalcedony\0749d22b-8c55-4717-907f-e79aff80f22d_1_22324.jpg,chalcedony,
2_32173,mineral_images\beryl\ee6f39fa-32ae-485e-99fa-a935a9fbdde8_FMM_2_32173.JPG,beryl,"a thin green prismatic beryl crystal 0.5 cm in size in an alpine crack in a migmatite rock. with calcite, muscovite, sagenite intergrowths of rutile and fine-grained pyrite."
1_9795,mineral_images\chalcedony\c149fb6b-bf0e-49e3-8046-a84d184130eb_9795.jpg,chalcedony,
1_32421,mineral_images\chalcedony\8000be43-b4ef-4232-b48a-ad9e20f56dc4_1_32451.jpg,chalcedony,
1_14132,mineral_images\quartz\68265c71-fe31-47d5-9f1b-b63dcbd0e5f7_1_14132.jpg,quartz,
1_2902,mineral_images\quartz\1b9506f8-8c4c-40ae-a222-0d5f9f387a91_1_2902.jpg,quartz,
1_81628,mineral_images\agate\4d31827a-1e21-4304-9022-f5c8b578f04a_1_81628.jpg,agate,
1_5028,mineral_images\chalcedony\812b9d42-9661-4fb0-8f09-516bb89a5a44_5028.jpg,chalcedony,
1_25359,mineral_images\topaz\0d2929ed-b029-407b-8ac0-8868f034f4fa_1_25359.jpg,topaz,
1_96235,mineral_images\quartz\fcfe3b53-bfc2-43c4-87ce-fa6291a4bfd3_FMM_1_96235.JPG,quartz,a block of deep pink quartz measuring 9 x 7 x 6 cm.
1_2735,mineral_images\quartz\3e169559-e22d-4ace-8025-f61e7ea87223_1_2735.jpg,quartz,
1_48575,mineral_images\cassiterite\263b3aa1-12ab-46a2-991c-10e92a11b52b_1_48575.jpg,cassiterite,
1_11990,mineral_images\topaz\29949cc4-16c6-4d68-8a85-24db8d774f05_1_11990.jpg,topaz,
5_2905,mineral_images\agate\0a852d99-e2a9-43b5-b5ad-45851a8080c1_5_2905.jpg,agate,shaitan agate translucent. polished plate
1_3359,mineral_images\chalcedony\8012f5c1-ba70-436a-9be4-17c36237285b_3359.jpg,chalcedony,
1_19084,mineral_images\magnetite\4da134a6-9c92-4e6c-be19-4324075c96cf_1_19084.jpg,magnetite,
1_3313,mineral_images\chalcedony\c99ee783-b790-456c-acf3-fefb0ffea61f_3313.jpg,chalcedony,
1_24016,mineral_images\beryl\ceae988f-f45a-4bb3-93a1-b14c7eee7778_1_24016.jpg,beryl,corroded.
1_45510,mineral_images\agate\e80bb3fd-2a9f-48f0-82ca-22c243634266_45510.jpg,agate,
1_40954,mineral_images\calcite\ef3a3f24-a326-416b-aa5e-9f04e6e7de39_FMM_1_40954.JPG,calcite,
1_46709,mineral_images\quartz\bc709641-40a5-48cd-95da-9a9fbbb0eca5_FMM_1_46709.JPG,quartz,
1_22315,mineral_images\quartz\1bde8e45-72d8-4ee0-a053-ba1124cd8abe_1_22315.jpg,quartz,
1_16865,mineral_images\cassiterite\56bffa91-5691-4b40-95a9-91be81506d13_1_16865.jpg,cassiterite,
1_79453,mineral_images\hematite\5e09eb42-f63c-479a-987d-47fe675631fb_IMG_3456.jpg,hematite,
2_30957,mineral_images\calcite\b7dc8f50-d8a3-4d52-9773-26384d33d22e_FMM_2_30957.JPG,calcite,
1_48265,mineral_images\quartz\d3fec284-5dd7-4536-86ad-f94b5de6fc73_1_48265.jpg,quartz,
1_27755,mineral_images\beryl\c8334f8c-c2c9-4378-9f9a-b522f7448c56_1_27755_2.jpg,beryl,
1_23958,mineral_images\beryl\7c12c4eb-b12e-43c7-a8e4-00f33a959d47_1_23958.jpg,beryl,
1_56737,mineral_images\beryl\b8620205-faea-4f79-8fd0-c7f913036ea3_1_56737.jpg,beryl,
1_31280,mineral_images\topaz\c2155b68-8300-484f-820f-f2488bb9b558_1_31280.jpg,topaz,
1_43260,mineral_images\topaz\37f5bad5-fa18-48de-8d3c-bb0dd624660e_1_43260.jpg,topaz,
1_46479,mineral_images\agate\4d95ccce-545b-4e82-8726-c110c0dc66a7_FMM_1_46479.JPG,agate,
1_71935,mineral_images\topaz\cc3d227a-0ab8-4898-af78-51992f814080_1_71935.jpg,topaz,
1_44901,mineral_images\cassiterite\d6e03e44-175d-4102-a3d7-de8d055e7d93_DSCN6298.JPG,cassiterite,
1_42217,mineral_images\quartz\84181a17-dd4f-4523-bc8f-8824474ff65f_1_42217.jpg,quartz,quartz left
1_2764,mineral_images\quartz\d350dc66-cadb-4f5a-81ca-d7c7991599bd_1_2764.jpg,quartz,
1_54183,mineral_images\corundum\16b51b93-f551-4cbf-aab7-08d8bebc49d1_6_1_2_54183.jpg,corundum,
1_8011,mineral_images\quartz\e3833264-898f-4cd9-9ca6-9dee70d90186_1_8011.jpg,quartz,
1_75832,mineral_images\cassiterite\4d609407-1f2a-4057-9206-f365c5d0ceb0_FMM_1_75832.JPG,cassiterite,"grains of cassiterite up to 0.5 cm in size and their aggregates in quartz. slice (plate) h
polished also on both sides from the ends."
1_4078,mineral_images\corundum\ed7ce441-68ec-4f71-9bbc-06869a115d01_IMG_2704.JPG,corundum,
1_67466,mineral_images\quartz\21eeabb8-854c-4b30-956c-211c14ab3693_1_67466.jpg,quartz,
1_85167,mineral_images\topaz\b088e561-bd86-432c-9390-6e588f257b70_1_85167_topaz.jpg,topaz,intergrowth of 2 (3.7; 3.5 cm) translucent crystals of the murzin type with ingrowths of 3-4 mm flakes of white lepidolite.
1_72959,mineral_images\topaz\cfa3b231-464a-432f-8c0d-ed341d5b6ce5_1_72959.jpg,topaz,stuf
1_13016,mineral_images\quartz\5f3a1c44-14cb-454e-a9d4-1daaad970ec0_1_13016.jpg,quartz,
1_82988,mineral_images\calcite\a4972016-8570-4444-b099-c4b2be62841f_FMM_1_82988.JPG,calcite,spherulites in chalcedony
1_18463,mineral_images\magnetite\95999c19-735d-44a2-bd95-19721e4920c7_1_18463.jpg,magnetite,
1_28609,mineral_images\chalcedony\099b51e8-b725-46ae-8841-dccef479aa31_1_28609.jpg,chalcedony,
5_855,mineral_images\agate\4420ea20-fa24-419a-900b-029958e675f8_5_855.jpg,agate,polished sample. 7x7.5
